# Time	(6PGD).Flux	(ALD).Flux	(CAT).Flux	(FBPase).Flux	(G6PD).Flux	(GAPD).Flux	(GLCin).Flux	(GLase).Flux	(GPx).Flux	(GR).Flux	(H2O2diff).Flux	(HK).Flux	(NHN).Flux	(NNH).Flux	(PFK).Flux	(PGI).Flux	(PRPPs).Flux	(RPE).Flux	(RPI).Flux	(TKT2).Flux	(TLD).Flux	(TPI).Flux	(TkT1).Flux
118.881	39.2397	7.98354	2.84387	178.631	39.5805	19.7212	40	39.5805	173.587	173.599	176.426	40	0.415834	95.1958	186.642	0.417726	27.3956	7.79697	31.331	3.79768	3.79682	7.98116	3.79891
118.91	39.24	7.98345	2.84386	178.632	39.5805	19.7213	40	39.5805	173.587	173.599	176.426	40	0.415837	95.1957	186.644	0.417611	27.3961	7.79686	31.3314	3.79722	3.79682	7.98128	3.79891
118.938	39.2402	7.98363	2.84385	178.633	39.5805	19.7215	40	39.5805	173.587	173.599	176.426	40	0.41584	95.1955	186.644	0.417741	27.3965	7.79674	31.3318	3.79769	3.79683	7.98125	3.79892
118.967	39.2404	7.98354	2.84384	178.634	39.5805	19.7216	40	39.5805	173.587	173.599	176.426	40	0.415842	95.1953	186.646	0.417626	27.397	7.79663	31.3322	3.79723	3.79683	7.98137	3.79892
118.995	39.2406	7.98372	2.84382	178.635	39.5805	19.7217	40	39.5805	173.587	173.599	176.426	40	0.415845	95.1951	186.646	0.417756	27.3975	7.79651	31.3326	3.7977	3.79684	7.98135	3.79893
119.024	39.2409	7.98363	2.84381	178.636	39.5804	19.7219	40	39.5805	173.588	173.599	176.426	40	0.415847	95.1949	186.648	0.417642	27.398	7.7964	31.333	3.79724	3.79685	7.98147	3.79893
119.053	39.2411	7.98381	2.8438	178.637	39.5804	19.722	40	39.5805	173.588	173.599	176.426	40	0.41585	95.1947	186.648	0.417772	27.3985	7.79629	31.3334	3.79771	3.79685	7.98144	3.79894
119.081	39.2413	7.98372	2.84379	178.638	39.5804	19.7222	40	39.5805	173.588	173.599	176.426	40	0.415853	95.1945	186.651	0.417657	27.399	7.79618	31.3339	3.79725	3.79686	7.98156	3.79894
119.11	39.2415	7.9839	2.84377	178.64	39.5804	19.7223	40	39.5805	173.588	173.599	176.426	40	0.415855	95.1943	186.65	0.417787	27.3995	7.79606	31.3343	3.79772	3.79686	7.98154	3.79894
119.138	39.2418	7.98381	2.84376	178.641	39.5804	19.7224	40	39.5804	173.588	173.599	176.426	40	0.415858	95.1941	186.653	0.417672	27.4	7.79595	31.3347	3.79726	3.79687	7.98165	3.79895
119.167	39.242	7.98399	2.84375	178.642	39.5804	19.7226	40	39.5804	173.588	173.599	176.426	40	0.415861	95.1939	186.653	0.417802	27.4004	7.79583	31.3351	3.79773	3.79687	7.98163	3.79895
119.195	39.2422	7.9839	2.84373	178.643	39.5804	19.7227	40	39.5804	173.588	173.599	176.426	40	0.415863	95.1938	186.655	0.417688	27.4009	7.79572	31.3355	3.79727	3.79688	7.98175	3.79896
119.224	39.2424	7.98408	2.84372	178.644	39.5804	19.7228	40	39.5804	173.588	173.599	176.426	40	0.415866	95.1936	186.655	0.417818	27.4014	7.79561	31.3359	3.79774	3.79688	7.98172	3.79896
119.253	39.2427	7.98399	2.84371	178.645	39.5804	19.723	40	39.5804	173.588	173.599	176.427	40	0.415868	95.1934	186.657	0.417703	27.4019	7.7955	31.3363	3.79728	3.79689	7.98184	3.79897
119.281	39.2429	7.98417	2.8437	178.646	39.5804	19.7231	40	39.5804	173.588	173.599	176.427	40	0.415871	95.1932	186.657	0.417833	27.4024	7.79538	31.3367	3.79775	3.79689	7.98182	3.79897
119.31	39.2431	7.98408	2.84368	178.647	39.5804	19.7232	40	39.5804	173.588	173.599	176.427	40	0.415874	95.193	186.659	0.417719	27.4029	7.79527	31.3371	3.7973	3.7969	7.98194	3.79898
119.338	39.2433	7.98426	2.84367	178.648	39.5804	19.7234	40	39.5804	173.588	173.599	176.427	40	0.415876	95.1928	186.659	0.417848	27.4033	7.79516	31.3375	3.79776	3.79691	7.98191	3.79898
119.367	39.2436	7.98417	2.84366	178.649	39.5804	19.7235	40	39.5804	173.588	173.599	176.427	40	0.415879	95.1926	186.662	0.417734	27.4038	7.79505	31.3379	3.79731	3.79691	7.98203	3.79898
119.395	39.2438	7.98435	2.84365	178.65	39.5804	19.7236	40	39.5804	173.588	173.599	176.427	40	0.415882	95.1924	186.661	0.417864	27.4043	7.79493	31.3383	3.79777	3.79692	7.982	3.79899
119.424	39.244	7.98425	2.84363	178.651	39.5804	19.7238	40	39.5804	173.588	173.599	176.427	40	0.415884	95.1923	186.664	0.417749	27.4048	7.79482	31.3387	3.79732	3.79692	7.98212	3.79899
119.452	39.2442	7.98444	2.84362	178.652	39.5804	19.7239	40	39.5804	173.588	173.599	176.427	40	0.415887	95.1921	186.664	0.417879	27.4053	7.79471	31.3391	3.79778	3.79693	7.9821	3.799
119.481	39.2444	7.98434	2.84361	178.654	39.5803	19.724	40	39.5804	173.588	173.599	176.427	40	0.415889	95.1919	186.666	0.417765	27.4058	7.79459	31.3395	3.79733	3.79693	7.98222	3.799
119.51	39.2447	7.98453	2.8436	178.655	39.5803	19.7242	40	39.5804	173.588	173.599	176.427	40	0.415892	95.1917	186.666	0.417895	27.4062	7.79448	31.3399	3.79779	3.79694	7.98219	3.79901
119.538	39.2449	7.98443	2.84358	178.656	39.5803	19.7243	40	39.5804	173.588	173.599	176.427	40	0.415895	95.1915	186.668	0.41778	27.4067	7.79437	31.3403	3.79734	3.79694	7.98231	3.79901
119.567	39.2451	7.98461	2.84357	178.657	39.5803	19.7245	40	39.5804	173.588	173.599	176.427	40	0.415897	95.1913	186.668	0.41791	27.4072	7.79426	31.3407	3.7978	3.79695	7.98228	3.79901
119.595	39.2453	7.98452	2.84356	178.658	39.5803	19.7246	40	39.5803	173.588	173.599	176.427	40	0.4159	95.1911	186.67	0.417796	27.4077	7.79415	31.3411	3.79735	3.79696	7.9824	3.79902
119.624	39.2456	7.9847	2.84355	178.659	39.5803	19.7247	40	39.5803	173.588	173.599	176.427	40	0.415902	95.1909	186.67	0.417926	27.4082	7.79403	31.3415	3.79781	3.79696	7.98238	3.79902
119.652	39.2458	7.98461	2.84353	178.66	39.5803	19.7249	40	39.5803	173.588	173.599	176.427	40	0.415905	95.1908	186.672	0.417811	27.4086	7.79392	31.3419	3.79736	3.79697	7.98249	3.79903
119.681	39.246	7.98479	2.84352	178.661	39.5803	19.725	40	39.5803	173.588	173.599	176.427	40	0.415907	95.1906	186.672	0.417941	27.4091	7.79381	31.3423	3.79782	3.79697	7.98247	3.79903
119.709	39.2462	7.9847	2.84351	178.662	39.5803	19.7251	40	39.5803	173.588	173.599	176.427	40	0.41591	95.1904	186.675	0.417827	27.4096	7.7937	31.3427	3.79737	3.79698	7.98259	3.79904
119.738	39.2464	7.98488	2.8435	178.663	39.5803	19.7253	40	39.5803	173.588	173.599	176.427	40	0.415913	95.1902	186.675	0.417956	27.4101	7.79359	31.3431	3.79783	3.79698	7.98256	3.79904
119.767	39.2467	7.98479	2.84348	178.664	39.5803	19.7254	40	39.5803	173.588	173.6	176.427	40	0.415915	95.19	186.677	0.417842	27.4106	7.79347	31.3435	3.79738	3.79699	7.98268	3.79904
119.795	39.2469	7.98497	2.84347	178.665	39.5803	19.7255	40	39.5803	173.589	173.6	176.427	40	0.415918	95.1898	186.677	0.417972	27.411	7.79336	31.3439	3.79784	3.79699	7.98265	3.79905
119.824	39.2471	7.98487	2.84346	178.666	39.5803	19.7257	40	39.5803	173.589	173.6	176.427	40	0.41592	95.1896	186.679	0.417858	27.4115	7.79325	31.3443	3.79739	3.797	7.98277	3.79905
119.852	39.2473	7.98506	2.84345	178.667	39.5803	19.7258	40	39.5803	173.589	173.6	176.427	40	0.415923	95.1895	186.679	0.417987	27.412	7.79314	31.3447	3.79785	3.797	7.98275	3.79906
119.881	39.2475	7.98496	2.84344	178.668	39.5803	19.7259	40	39.5803	173.589	173.6	176.427	40	0.415925	95.1893	186.681	0.417873	27.4125	7.79303	31.3451	3.7974	3.79701	7.98286	3.79906
119.909	39.2478	7.98514	2.84342	178.67	39.5803	19.7261	40	39.5803	173.589	173.6	176.427	40	0.415928	95.1891	186.681	0.418003	27.4129	7.79292	31.3455	3.79786	3.79701	7.98284	3.79907
119.938	39.248	7.98505	2.84341	178.671	39.5802	19.7262	40	39.5803	173.589	173.6	176.427	40	0.415931	95.1889	186.683	0.417889	27.4134	7.79281	31.3459	3.79741	3.79702	7.98295	3.79907
119.966	39.2482	7.98523	2.8434	178.672	39.5802	19.7263	40	39.5803	173.589	173.6	176.427	40	0.415933	95.1887	186.683	0.418018	27.4139	7.79269	31.3463	3.79787	3.79703	7.98293	3.79907
119.995	39.2484	7.98514	2.84339	178.673	39.5802	19.7265	40	39.5803	173.589	173.6	176.427	40	0.415936	95.1885	186.685	0.417904	27.4144	7.79258	31.3467	3.79742	3.79703	7.98305	3.79908
120.023	39.2486	7.98532	2.84337	178.674	39.5802	19.7266	40	39.5803	173.589	173.6	176.427	40	0.415938	95.1884	186.685	0.418034	27.4148	7.79247	31.3471	3.79788	3.79704	7.98302	3.79908
120.052	39.2489	7.98523	2.84336	178.675	39.5802	19.7267	40	39.5802	173.589	173.6	176.427	40	0.415941	95.1882	186.688	0.41792	27.4153	7.79236	31.3475	3.79743	3.79704	7.98314	3.79909
120.081	39.2491	7.98541	2.84335	178.676	39.5802	19.7269	40	39.5802	173.589	173.6	176.427	40	0.415943	95.188	186.687	0.418049	27.4158	7.79225	31.3479	3.79789	3.79705	7.98311	3.79909
120.109	39.2493	7.98531	2.84334	178.677	39.5802	19.727	40	39.5802	173.589	173.6	176.427	40	0.415946	95.1878	186.69	0.417935	27.4163	7.79214	31.3483	3.79744	3.79705	7.98323	3.7991
120.138	39.2495	7.98549	2.84332	178.678	39.5802	19.7271	40	39.5802	173.589	173.6	176.427	40	0.415949	95.1876	186.69	0.418065	27.4167	7.79203	31.3487	3.7979	3.79706	7.9832	3.7991
120.166	39.2497	7.9854	2.84331	178.679	39.5802	19.7272	40	39.5802	173.589	173.6	176.427	40	0.415951	95.1874	186.692	0.417951	27.4172	7.79192	31.3491	3.79745	3.79706	7.98332	3.7991
120.195	39.25	7.98558	2.8433	178.68	39.5802	19.7274	40	39.5802	173.589	173.6	176.427	40	0.415954	95.1873	186.692	0.418081	27.4177	7.79181	31.3495	3.79791	3.79707	7.9833	3.79911
120.223	39.2502	7.98549	2.84329	178.681	39.5802	19.7275	40	39.5802	173.589	173.6	176.427	40	0.415956	95.1871	186.694	0.417967	27.4182	7.7917	31.3499	3.79746	3.79707	7.98341	3.79911
120.252	39.2504	7.98567	2.84328	178.682	39.5802	19.7276	40	39.5802	173.589	173.6	176.428	40	0.415959	95.1869	186.694	0.418096	27.4186	7.79158	31.3503	3.79792	3.79708	7.98339	3.79912
120.28	39.2506	7.98557	2.84326	178.683	39.5802	19.7278	40	39.5802	173.589	173.6	176.428	40	0.415961	95.1867	186.696	0.417982	27.4191	7.79148	31.3507	3.79746	3.79708	7.9835	3.79912
120.309	39.2508	7.98575	2.84325	178.684	39.5802	19.7279	40	39.5802	173.589	173.6	176.428	40	0.415964	95.1865	186.696	0.418112	27.4196	7.79136	31.3511	3.79793	3.79709	7.98348	3.79913
120.337	39.2511	7.98566	2.84324	178.685	39.5802	19.728	40	39.5802	173.589	173.6	176.428	40	0.415966	95.1863	186.698	0.417998	27.4201	7.79125	31.3515	3.79747	3.7971	7.98359	3.79913
120.366	39.2513	7.98584	2.84323	178.686	39.5802	19.7282	40	39.5802	173.589	173.6	176.428	40	0.415969	95.1862	186.698	0.418127	27.4205	7.79114	31.3519	3.79794	3.7971	7.98357	3.79913
120.394	39.2515	7.98575	2.84321	178.687	39.5801	19.7283	40	39.5802	173.589	173.6	176.428	40	0.415971	95.186	186.7	0.418013	27.421	7.79103	31.3523	3.79748	3.79711	7.98369	3.79914
120.423	39.2517	7.98593	2.8432	178.688	39.5801	19.7284	40	39.5802	173.589	173.6	176.428	40	0.415974	95.1858	186.7	0.418143	27.4215	7.79092	31.3527	3.79795	3.79711	7.98366	3.79914
120.452	39.2519	7.98583	2.84319	178.689	39.5801	19.7286	40	39.5802	173.589	173.6	176.428	40	0.415976	95.1856	186.702	0.418029	27.4219	7.79081	31.3531	3.79749	3.79712	7.98378	3.79915
120.48	39.2521	7.98601	2.84318	178.69	39.5801	19.7287	40	39.5802	173.589	173.6	176.428	40	0.415979	95.1854	186.702	0.418159	27.4224	7.7907	31.3535	3.79796	3.79712	7.98375	3.79915
120.509	39.2524	7.98592	2.84317	178.691	39.5801	19.7288	40	39.5801	173.589	173.6	176.428	40	0.415981	95.1852	186.705	0.418045	27.4229	7.79059	31.3539	3.7975	3.79713	7.98387	3.79916
120.537	39.2526	7.9861	2.84315	178.693	39.5801	19.729	40	39.5801	173.589	173.6	176.428	40	0.415984	95.1851	186.704	0.418174	27.4234	7.79048	31.3542	3.79797	3.79713	7.98384	3.79916
120.566	39.2528	7.98601	2.84314	178.694	39.5801	19.7291	40	39.5801	173.589	173.6	176.428	40	0.415987	95.1849	186.707	0.41806	27.4238	7.79037	31.3546	3.79751	3.79714	7.98396	3.79916
120.594	39.253	7.98619	2.84313	178.695	39.5801	19.7292	40	39.5801	173.59	173.6	176.428	40	0.415989	95.1847	186.707	0.41819	27.4243	7.79026	31.355	3.79798	3.79714	7.98393	3.79917
120.623	39.2532	7.98609	2.84312	178.696	39.5801	19.7293	40	39.5801	173.59	173.6	176.428	40	0.415992	95.1845	186.709	0.418076	27.4248	7.79015	31.3554	3.79752	3.79715	7.98405	3.79917
120.651	39.2534	7.98627	2.84311	178.697	39.5801	19.7295	40	39.5801	173.59	173.6	176.428	40	0.415994	95.1843	186.709	0.418205	27.4252	7.79004	31.3558	3.79799	3.79715	7.98402	3.79918
120.68	39.2537	7.98618	2.84309	178.698	39.5801	19.7296	40	39.5801	173.59	173.6	176.428	40	0.415997	95.1842	186.711	0.418092	27.4257	7.78994	31.3562	3.79753	3.79716	7.98414	3.79918
120.708	39.2539	7.98636	2.84308	178.699	39.5801	19.7297	40	39.5801	173.59	173.6	176.428	40	0.415999	95.184	186.711	0.418221	27.4262	7.78982	31.3566	3.798	3.79716	7.98411	3.79918
120.737	39.2541	7.98627	2.84307	178.7	39.5801	19.7299	40	39.5801	173.59	173.6	176.428	40	0.416002	95.1838	186.713	0.418107	27.4266	7.78972	31.357	3.79754	3.79717	7.98423	3.79919
120.765	39.2543	7.98645	2.84306	178.701	39.5801	19.73	40	39.5801	173.59	173.6	176.428	40	0.416004	95.1836	186.713	0.418237	27.4271	7.78961	31.3574	3.79801	3.79717	7.9842	3.79919
120.794	39.2545	7.98635	2.84305	178.702	39.5801	19.7301	40	39.5801	173.59	173.601	176.428	40	0.416007	95.1834	186.715	0.418123	27.4276	7.7895	31.3578	3.79755	3.79718	7.98432	3.7992
120.823	39.2547	7.98653	2.84303	178.703	39.5801	19.7303	40	39.5801	173.59	173.601	176.428	40	0.416009	95.1833	186.715	0.418252	27.428	7.78939	31.3582	3.79802	3.79719	7.98429	3.7992
120.851	39.2549	7.98644	2.84302	178.704	39.58	19.7304	40	39.5801	173.59	173.601	176.428	40	0.416012	95.1831	186.717	0.418139	27.4285	7.78928	31.3586	3.79756	3.79719	7.98441	3.79921
120.88	39.2552	7.98662	2.84301	178.705	39.58	19.7305	40	39.5801	173.59	173.601	176.428	40	0.416014	95.1829	186.717	0.418268	27.429	7.78917	31.3589	3.79803	3.7972	7.98438	3.79921
120.908	39.2554	7.98652	2.843	178.706	39.58	19.7306	40	39.5801	173.59	173.601	176.428	40	0.416017	95.1827	186.719	0.418155	27.4294	7.78906	31.3593	3.79757	3.7972	7.9845	3.79921
120.937	39.2556	7.9867	2.84299	178.707	39.58	19.7308	40	39.58	173.59	173.601	176.428	40	0.416019	95.1825	186.719	0.418284	27.4299	7.78895	31.3597	3.79804	3.79721	7.98447	3.79922
120.965	39.2558	7.98661	2.84297	178.708	39.58	19.7309	40	39.58	173.59	173.601	176.428	40	0.416022	95.1824	186.721	0.41817	27.4304	7.78884	31.3601	3.79758	3.79721	7.98459	3.79922
120.994	39.256	7.98679	2.84296	178.709	39.58	19.731	40	39.58	173.59	173.601	176.428	40	0.416024	95.1822	186.721	0.4183	27.4308	7.78873	31.3605	3.79805	3.79722	7.98456	3.79923
121.022	39.2562	7.98669	2.84295	178.71	39.58	19.7312	40	39.58	173.59	173.601	176.428	40	0.416027	95.182	186.723	0.418186	27.4313	7.78863	31.3609	3.79759	3.79722	7.98467	3.79923
121.051	39.2564	7.98687	2.84294	178.711	39.58	19.7313	40	39.58	173.59	173.601	176.428	40	0.416029	95.1818	186.723	0.418315	27.4318	7.78852	31.3613	3.79806	3.79723	7.98465	3.79923
121.079	39.2567	7.98678	2.84293	178.712	39.58	19.7314	40	39.58	173.59	173.601	176.428	40	0.416032	95.1816	186.725	0.418202	27.4322	7.78841	31.3617	3.7976	3.79723	7.98476	3.79924
121.108	39.2569	7.98696	2.84291	178.713	39.58	19.7315	40	39.58	173.59	173.601	176.428	40	0.416034	95.1815	186.725	0.418331	27.4327	7.7883	31.362	3.79807	3.79724	7.98474	3.79924
121.136	39.2571	7.98686	2.8429	178.714	39.58	19.7317	40	39.58	173.59	173.601	176.428	40	0.416037	95.1813	186.728	0.418218	27.4331	7.78819	31.3624	3.79761	3.79724	7.98485	3.79925
121.165	39.2573	7.98704	2.84289	178.715	39.58	19.7318	40	39.58	173.59	173.601	176.428	40	0.416039	95.1811	186.727	0.418347	27.4336	7.78808	31.3628	3.79808	3.79725	7.98483	3.79925
121.193	39.2575	7.98695	2.84288	178.716	39.58	19.7319	40	39.58	173.59	173.601	176.428	40	0.416041	95.1809	186.73	0.418233	27.4341	7.78797	31.3632	3.79762	3.79725	7.98494	3.79925
121.222	39.2577	7.98713	2.84287	178.717	39.58	19.7321	40	39.58	173.59	173.601	176.428	40	0.416044	95.1807	186.729	0.418362	27.4345	7.78787	31.3636	3.79809	3.79726	7.98492	3.79926
121.25	39.2579	7.98703	2.84285	178.718	39.58	19.7322	40	39.58	173.59	173.601	176.428	40	0.416046	95.1806	186.732	0.418249	27.435	7.78776	31.364	3.79763	3.79726	7.98503	3.79926
121.279	39.2581	7.98721	2.84284	178.719	39.58	19.7323	40	39.58	173.59	173.601	176.428	40	0.416049	95.1804	186.732	0.418378	27.4355	7.78765	31.3644	3.7981	3.79727	7.985	3.79927
121.307	39.2584	7.98712	2.84283	178.72	39.5799	19.7324	40	39.58	173.59	173.601	176.429	40	0.416051	95.1802	186.734	0.418265	27.4359	7.78754	31.3648	3.79764	3.79727	7.98512	3.79927
121.336	39.2586	7.9873	2.84282	178.721	39.5799	19.7326	40	39.58	173.59	173.601	176.429	40	0.416054	95.18	186.734	0.418394	27.4364	7.78743	31.3651	3.79811	3.79728	7.98509	3.79928
121.365	39.2588	7.9872	2.84281	178.722	39.5799	19.7327	40	39.58	173.59	173.601	176.429	40	0.416056	95.1799	186.736	0.418281	27.4368	7.78733	31.3655	3.79765	3.79728	7.98521	3.79928
121.393	39.259	7.98738	2.8428	178.723	39.5799	19.7328	40	39.5799	173.591	173.601	176.429	40	0.416059	95.1797	186.736	0.41841	27.4373	7.78722	31.3659	3.79811	3.79729	7.98518	3.79928
121.422	39.2592	7.98729	2.84278	178.724	39.5799	19.7329	40	39.5799	173.591	173.601	176.429	40	0.416061	95.1795	186.738	0.418296	27.4378	7.78711	31.3663	3.79766	3.7973	7.9853	3.79929
121.45	39.2594	7.98747	2.84277	178.725	39.5799	19.7331	40	39.5799	173.591	173.601	176.429	40	0.416064	95.1793	186.738	0.418426	27.4382	7.787	31.3667	3.79812	3.7973	7.98527	3.79929
121.479	39.2596	7.98737	2.84276	178.726	39.5799	19.7332	40	39.5799	173.591	173.601	176.429	40	0.416066	95.1791	186.74	0.418312	27.4387	7.7869	31.3671	3.79767	3.79731	7.98538	3.7993
121.507	39.2598	7.98755	2.84275	178.727	39.5799	19.7333	40	39.5799	173.591	173.601	176.429	40	0.416069	95.179	186.74	0.418441	27.4391	7.78679	31.3674	3.79813	3.79731	7.98536	3.7993
121.536	39.2601	7.98746	2.84274	178.728	39.5799	19.7334	40	39.5799	173.591	173.601	176.429	40	0.416071	95.1788	186.742	0.418328	27.4396	7.78668	31.3678	3.79768	3.79732	7.98547	3.7993
121.564	39.2603	7.98763	2.84273	178.729	39.5799	19.7336	40	39.5799	173.591	173.601	176.429	40	0.416073	95.1786	186.742	0.418457	27.4401	7.78657	31.3682	3.79814	3.79732	7.98545	3.79931
121.593	39.2605	7.98754	2.84271	178.73	39.5799	19.7337	40	39.5799	173.591	173.601	176.429	40	0.416076	95.1784	186.744	0.418344	27.4405	7.78647	31.3686	3.79769	3.79733	7.98556	3.79931
121.621	39.2607	7.98772	2.8427	178.731	39.5799	19.7338	40	39.5799	173.591	173.601	176.429	40	0.416078	95.1783	186.744	0.418473	27.441	7.78636	31.369	3.79815	3.79733	7.98553	3.79932
121.65	39.2609	7.98762	2.84269	178.732	39.5799	19.734	40	39.5799	173.591	173.601	176.429	40	0.416081	95.1781	186.746	0.41836	27.4414	7.78625	31.3694	3.7977	3.79734	7.98565	3.79932
121.678	39.2611	7.9878	2.84268	178.733	39.5799	19.7341	40	39.5799	173.591	173.601	176.429	40	0.416083	95.1779	186.746	0.418489	27.4419	7.78614	31.3697	3.79816	3.79734	7.98562	3.79932
121.707	39.2613	7.98771	2.84267	178.734	39.5798	19.7342	40	39.5799	173.591	173.601	176.429	40	0.416086	95.1777	186.748	0.418376	27.4423	7.78604	31.3701	3.79771	3.79735	7.98573	3.79933
121.735	39.2615	7.98789	2.84265	178.735	39.5798	19.7343	40	39.5799	173.591	173.601	176.429	40	0.416088	95.1776	186.748	0.418505	27.4428	7.78593	31.3705	3.79817	3.79735	7.98571	3.79933
121.764	39.2617	7.98779	2.84264	178.736	39.5798	19.7345	40	39.5799	173.591	173.601	176.429	40	0.416091	95.1774	186.75	0.418391	27.4433	7.78582	31.3709	3.79772	3.79736	7.98582	3.79934
121.792	39.2619	7.98797	2.84263	178.737	39.5798	19.7346	40	39.5799	173.591	173.601	176.429	40	0.416093	95.1772	186.75	0.41852	27.4437	7.78571	31.3713	3.79818	3.79736	7.9858	3.79934
121.821	39.2622	7.98787	2.84262	178.738	39.5798	19.7347	40	39.5798	173.591	173.601	176.429	40	0.416095	95.177	186.752	0.418407	27.4442	7.78561	31.3716	3.79773	3.79737	7.98591	3.79934
121.849	39.2624	7.98805	2.84261	178.739	39.5798	19.7348	40	39.5798	173.591	173.601	176.429	40	0.416098	95.1769	186.752	0.418536	27.4446	7.7855	31.372	3.79819	3.79737	7.98588	3.79935
121.878	39.2626	7.98796	2.8426	178.74	39.5798	19.735	40	39.5798	173.591	173.602	176.429	40	0.4161	95.1767	186.754	0.418423	27.4451	7.78539	31.3724	3.79774	3.79738	7.986	3.79935
121.906	39.2628	7.98814	2.84258	178.741	39.5798	19.7351	40	39.5798	173.591	173.602	176.429	40	0.416103	95.1765	186.754	0.418552	27.4455	7.78529	31.3728	3.7982	3.79738	7.98597	3.79936
121.935	39.263	7.98804	2.84257	178.742	39.5798	19.7352	40	39.5798	173.591	173.602	176.429	40	0.416105	95.1763	186.756	0.418439	27.446	7.78518	31.3732	3.79775	3.79739	7.98608	3.79936
121.963	39.2632	7.98822	2.84256	178.743	39.5798	19.7353	40	39.5798	173.591	173.602	176.429	40	0.416108	95.1762	186.756	0.418568	27.4464	7.78507	31.3735	3.79821	3.79739	7.98606	3.79937
121.992	39.2634	7.98812	2.84255	178.744	39.5798	19.7355	40	39.5798	173.591	173.602	176.429	40	0.41611	95.176	186.758	0.418455	27.4469	7.78497	31.3739	3.79775	3.7974	7.98617	3.79937
122.02	39.2636	7.9883	2.84254	178.745	39.5798	19.7356	40	39.5798	173.591	173.602	176.429	40	0.416112	95.1758	186.758	0.418584	27.4473	7.78486	31.3743	3.79822	3.7974	7.98614	3.79937
122.049	39.2638	7.98821	2.84253	178.746	39.5798	19.7357	40	39.5798	173.591	173.602	176.429	40	0.416115	95.1756	186.76	0.418471	27.4478	7.78476	31.3747	3.79776	3.79741	7.98626	3.79938
122.077	39.264	7.98838	2.84252	178.747	39.5798	19.7358	40	39.5798	173.591	173.602	176.429	40	0.416117	95.1755	186.76	0.4186	27.4483	7.78465	31.3751	3.79823	3.79741	7.98623	3.79938
122.106	39.2642	7.98829	2.8425	178.748	39.5798	19.736	40	39.5798	173.591	173.602	176.429	40	0.41612	95.1753	186.762	0.418487	27.4487	7.78454	31.3754	3.79777	3.79742	7.98634	3.79939
122.134	39.2644	7.98847	2.84249	178.749	39.5798	19.7361	40	39.5798	173.591	173.602	176.429	40	0.416122	95.1751	186.762	0.418616	27.4492	7.78444	31.3758	3.79824	3.79742	7.98632	3.79939
122.163	39.2647	7.98837	2.84248	178.75	39.5797	19.7362	40	39.5798	173.591	173.602	176.429	40	0.416125	95.1749	186.764	0.418503	27.4496	7.78433	31.3762	3.79778	3.79743	7.98643	3.79939
122.191	39.2649	7.98855	2.84247	178.751	39.5797	19.7363	40	39.5798	173.591	173.602	176.429	40	0.416127	95.1748	186.764	0.418631	27.4501	7.78422	31.3766	3.79825	3.79743	7.9864	3.7994
122.22	39.2651	7.98846	2.84246	178.752	39.5797	19.7365	40	39.5798	173.592	173.602	176.429	40	0.416129	95.1746	186.766	0.418519	27.4505	7.78412	31.377	3.79779	3.79744	7.98652	3.7994
122.249	39.2653	7.98863	2.84245	178.753	39.5797	19.7366	40	39.5797	173.592	173.602	176.429	40	0.416132	95.1744	186.766	0.418647	27.451	7.78401	31.3773	3.79826	3.79744	7.98649	3.79941
122.277	39.2655	7.98854	2.84243	178.754	39.5797	19.7367	40	39.5797	173.592	173.602	176.429	40	0.416134	95.1742	186.768	0.418535	27.4514	7.78391	31.3777	3.7978	3.79745	7.9866	3.79941
122.306	39.2657	7.98871	2.84242	178.755	39.5797	19.7368	40	39.5797	173.592	173.602	176.429	40	0.416137	95.1741	186.768	0.418663	27.4519	7.7838	31.3781	3.79827	3.79745	7.98658	3.79941
122.334	39.2659	7.98862	2.84241	178.756	39.5797	19.7369	40	39.5797	173.592	173.602	176.429	40	0.416139	95.1739	186.77	0.41855	27.4523	7.7837	31.3785	3.79781	3.79746	7.98669	3.79942
122.363	39.2661	7.9888	2.8424	178.757	39.5797	19.7371	40	39.5797	173.592	173.602	176.43	40	0.416141	95.1737	186.77	0.418679	27.4528	7.78359	31.3788	3.79828	3.79746	7.98666	3.79942
122.391	39.2663	7.9887	2.84239	178.758	39.5797	19.7372	40	39.5797	173.592	173.602	176.43	40	0.416144	95.1736	186.772	0.418566	27.4532	7.78348	31.3792	3.79782	3.79747	7.98678	3.79943
122.42	39.2665	7.98888	2.84238	178.759	39.5797	19.7373	40	39.5797	173.592	173.602	176.43	40	0.416146	95.1734	186.772	0.418695	27.4537	7.78338	31.3796	3.79828	3.79747	7.98675	3.79943
122.448	39.2667	7.98878	2.84237	178.76	39.5797	19.7374	40	39.5797	173.592	173.602	176.43	40	0.416149	95.1732	186.774	0.418582	27.4541	7.78327	31.38	3.79783	3.79748	7.98686	3.79943
122.477	39.2669	7.98896	2.84235	178.761	39.5797	19.7376	40	39.5797	173.592	173.602	176.43	40	0.416151	95.173	186.774	0.418711	27.4546	7.78317	31.3803	3.79829	3.79748	7.98683	3.79944
122.505	39.2671	7.98887	2.84234	178.762	39.5797	19.7377	40	39.5797	173.592	173.602	176.43	40	0.416153	95.1729	186.776	0.418598	27.455	7.78306	31.3807	3.79784	3.79749	7.98695	3.79944
