# Time	(6PGD).Flux	(ALD).Flux	(CAT).Flux	(FBPase).Flux	(G6PD).Flux	(GAPD).Flux	(GLCin).Flux	(GLase).Flux	(GPx).Flux	(GR).Flux	(H2O2diff).Flux	(HK).Flux	(NHN).Flux	(NNH).Flux	(PFK).Flux	(PGI).Flux	(PRPPs).Flux	(RPE).Flux	(RPI).Flux	(TKT2).Flux	(TLD).Flux	(TPI).Flux	(TkT1).Flux
2.83505	18.0653	19.2531	0.488096	53.6166	23.1547	33.6392	40	22.8392	180.19	137.845	181.829	40.0131	0.434709	96.0766	74.574	16.98	7.52657	4.45176	11.6996	2.05754	1.91886	18.9537	1.92599
2.86073	18.1322	19.1985	0.490702	53.6764	23.2325	33.584	40	22.9199	180.175	138.083	181.823	40.0131	0.433183	96.1828	74.5717	16.8996	7.55596	4.47365	11.741	2.06735	1.92603	18.901	1.93322
2.88643	18.1989	19.1445	0.493323	53.736	23.3096	33.5284	40	22.9999	180.16	138.318	181.817	40.013	0.431678	96.2874	74.5681	16.8209	7.5854	4.49557	11.7823	2.07728	1.93327	18.8487	1.94045
2.91216	18.2654	19.0907	0.495962	53.7954	23.3861	33.4724	40	23.0792	180.145	138.551	181.811	40.013	0.430194	96.3905	74.5667	16.7419	7.61488	4.51752	11.8235	2.08708	1.94047	18.7967	1.9477
2.93791	18.3318	19.0373	0.498617	53.8546	23.4619	33.416	40	23.1579	180.13	138.783	181.805	40.013	0.42873	96.4922	74.5639	16.6645	7.6444	4.53949	11.8646	2.097	1.94773	18.745	1.95496
2.96368	18.3979	18.9843	0.501289	53.9136	23.5371	33.3592	40	23.2359	180.115	139.012	181.799	40.0129	0.427286	96.5925	74.5634	16.5867	7.67396	4.56148	11.9056	2.10678	1.95496	18.6937	1.96224
2.98947	18.4639	18.9317	0.503978	53.9723	23.6118	33.302	40	23.3133	180.1	139.24	181.793	40.0129	0.425862	96.6913	74.5615	16.5107	7.70356	4.5835	11.9466	2.11667	1.96224	18.6427	1.96952
3.01529	18.5296	18.8794	0.506684	54.0309	23.6857	33.2444	40	23.39	180.084	139.465	181.787	40.0129	0.424457	96.7888	74.5619	16.4342	7.73318	4.60554	11.9874	2.12643	1.9695	18.592	1.97682
3.04113	18.5952	18.8275	0.509407	54.0893	23.7592	33.1865	40	23.4661	180.069	139.688	181.78	40.0129	0.423071	96.885	74.5609	16.3594	7.76284	4.6276	12.0281	2.13629	1.9768	18.5415	1.98413
3.067	18.6606	18.7759	0.512148	54.1474	23.8319	33.1282	40	23.5416	180.053	139.91	181.774	40.0128	0.421704	96.9798	74.5622	16.2842	7.79253	4.64967	12.0688	2.14602	1.98408	18.4914	1.99145
3.09288	18.7258	18.7248	0.514906	54.2055	23.9042	33.0695	40	23.6165	180.037	140.13	181.768	40.0128	0.420355	97.0733	74.5621	16.2106	7.82225	4.67176	12.1093	2.15586	1.99141	18.4416	1.99877
3.1188	18.7908	18.6738	0.517681	54.2634	23.9758	33.0105	40	23.6907	180.022	140.348	181.761	40.0128	0.419023	97.1656	74.5642	16.1366	7.85199	4.69386	12.1498	2.16556	1.9987	18.3921	2.00611
3.14473	18.8556	18.6233	0.520475	54.3211	24.0469	32.9511	40	23.7643	180.006	140.564	181.755	40.0128	0.41771	97.2566	74.565	16.0642	7.88176	4.71597	12.1901	2.17536	2.00605	18.3428	2.01345
3.17069	18.9202	18.5731	0.523286	54.3787	24.1174	32.8914	40	23.8374	179.99	140.778	181.748	40.0127	0.416413	97.3463	74.568	15.9914	7.91155	4.7381	12.2303	2.18502	2.01336	18.2939	2.02081
3.19667	18.9846	18.5232	0.526114	54.4361	24.1873	32.8314	40	23.9098	179.974	140.991	181.742	40.0127	0.415134	97.4349	74.5697	15.9202	7.94136	4.76023	12.2705	2.19479	2.02073	18.2452	2.02817
3.22267	19.0488	18.4736	0.528961	54.4935	24.2567	32.771	40	23.9817	179.958	141.201	181.735	40.0127	0.413872	97.5222	74.5736	15.8485	7.97119	4.78237	12.3105	2.20441	2.02805	18.1969	2.03554
3.24869	19.1128	18.4244	0.531826	54.5507	24.3255	32.7102	40	24.053	179.941	141.41	181.729	40.0126	0.412626	97.6084	74.5761	15.7785	8.00103	4.80451	12.3504	2.21413	2.03543	18.1487	2.04291
3.27474	19.1766	18.3755	0.534709	54.6078	24.3938	32.6492	40	24.1237	179.925	141.618	181.722	40.0126	0.411396	97.6934	74.5809	15.708	8.03089	4.82666	12.3903	2.22371	2.04277	18.1009	2.05029
3.30082	19.2402	18.3269	0.537611	54.6648	24.4615	32.5878	40	24.1938	179.908	141.823	181.716	40.0126	0.410181	97.7773	74.5844	15.639	8.06077	4.84881	12.43	2.23339	2.05016	18.0533	2.05767
3.32691	19.3035	18.2785	0.540531	54.7217	24.5287	32.5262	40	24.2634	179.892	142.027	181.709	40.0126	0.408983	97.8601	74.59	15.5697	8.09065	4.87096	12.4696	2.24292	2.05751	18.006	2.06506
3.35303	19.3667	18.2305	0.543469	54.7786	24.5954	32.4642	40	24.3324	179.875	142.229	181.702	40.0125	0.4078	97.9417	74.5944	15.5018	8.12055	4.89311	12.5091	2.25256	2.06491	17.9589	2.07245
3.37917	19.4297	18.1828	0.546426	54.8353	24.6616	32.4019	40	24.4009	179.858	142.43	181.695	40.0125	0.406632	98.0224	74.6009	15.4335	8.15045	4.91526	12.5485	2.26203	2.07227	17.9122	2.07985
3.40534	19.4925	18.1354	0.549402	54.8921	24.7273	32.3393	40	24.4688	179.842	142.629	181.689	40.0125	0.405478	98.1019	74.6062	15.3668	8.18036	4.9374	12.5879	2.27162	2.07968	17.8656	2.08725
3.43152	19.555	18.0882	0.552397	54.9487	24.7924	32.2764	40	24.5362	179.825	142.826	181.682	40.0124	0.40434	98.1804	74.6136	15.2995	8.21028	4.95954	12.627	2.28104	2.08705	17.8193	2.09465
3.45773	19.6174	18.0414	0.555411	55.0053	24.857	32.2133	40	24.6031	179.808	143.022	181.675	40.0124	0.403215	98.2579	74.6197	15.2338	8.2402	4.98167	12.6661	2.29057	2.09446	17.7733	2.10206
3.48397	19.6795	17.9947	0.558444	55.0618	24.9212	32.1498	40	24.6695	179.79	143.217	181.668	40.0124	0.402105	98.3343	74.6281	15.1676	8.27012	5.00379	12.7051	2.29994	2.10183	17.7275	2.10947
3.51022	19.7415	17.9485	0.561496	55.1183	24.9848	32.0861	40	24.7353	179.773	143.409	181.661	40.0124	0.401009	98.4098	74.6351	15.1029	8.30004	5.0259	12.744	2.3094	2.10925	17.6819	2.11687
3.5365	19.8032	17.9024	0.564567	55.1748	25.048	32.0221	40	24.8006	179.756	143.6	181.654	40.0123	0.399926	98.4843	74.6443	15.0378	8.32996	5.048	12.7827	2.31871	2.11663	17.6366	2.12428
3.5628	19.8647	17.8567	0.567658	55.2313	25.1107	31.9579	40	24.8654	179.738	143.79	181.647	40.0123	0.398856	98.5579	74.6522	14.9741	8.35987	5.07009	12.8214	2.32812	2.12404	17.5914	2.13169
3.58913	19.926	17.8111	0.570769	55.2877	25.1729	31.8934	40	24.9297	179.721	143.978	181.64	40.0123	0.3978	98.6305	74.6624	14.9099	8.38978	5.09216	12.8599	2.33736	2.13142	17.5466	2.1391
3.61548	19.9871	17.7659	0.573899	55.3441	25.2346	31.8286	40	24.9936	179.703	144.165	181.632	40.0122	0.396757	98.7021	74.6711	14.8472	8.41969	5.11422	12.8983	2.3467	2.13884	17.5019	2.1465
3.64184	20.048	17.7208	0.577048	55.4006	25.2959	31.7636	40	25.0569	179.685	144.35	181.625	40.0122	0.395727	98.7729	74.6822	14.784	8.44959	5.13625	12.9367	2.35588	2.14621	17.4575	2.15391
3.66824	20.1086	17.6762	0.580218	55.457	25.3567	31.6983	40	25.1197	179.668	144.534	181.618	40.0122	0.394709	98.8427	74.6918	14.7222	8.47948	5.15828	12.9749	2.36516	2.15362	17.4133	2.16131
3.69465	20.1691	17.6316	0.583408	55.5134	25.4171	31.6328	40	25.1821	179.65	144.717	181.611	40.0122	0.393703	98.9117	74.7038	14.66	8.50936	5.18028	13.0129	2.37426	2.161	17.3693	2.16872
3.72109	20.2293	17.5874	0.586617	55.5699	25.477	31.567	40	25.244	179.632	144.898	181.603	40.0121	0.39271	98.9798	74.7143	14.5991	8.53923	5.20225	13.0509	2.38347	2.16841	17.3255	2.17612
3.74755	20.2893	17.5433	0.589847	55.6264	25.5365	31.501	40	25.3054	179.613	145.077	181.596	40.0121	0.391728	99.047	74.7271	14.5378	8.56909	5.22421	13.0888	2.3925	2.17577	17.282	2.18351
3.77403	20.3491	17.4996	0.593097	55.6829	25.5955	31.4348	40	25.3664	179.595	145.255	181.588	40.0121	0.390759	99.1134	74.7386	14.4779	8.59893	5.24614	13.1265	2.40163	2.18317	17.2386	2.1909
3.80054	20.4087	17.456	0.596368	55.7394	25.6541	31.3684	40	25.4269	179.577	145.432	181.581	40.012	0.389801	99.179	74.7523	14.4175	8.62876	5.26805	13.1642	2.4106	2.19053	17.1955	2.19829
3.82707	20.4681	17.4128	0.599659	55.7961	25.7123	31.3018	40	25.4869	179.558	145.608	181.573	40.012	0.388854	99.2437	74.7646	14.3585	8.65857	5.28993	13.2017	2.41965	2.19793	17.1525	2.20567
3.85361	20.5272	17.3696	0.60297	55.8527	25.77	31.2349	40	25.5465	179.54	145.782	181.566	40.012	0.387919	99.3077	74.7792	14.2989	8.68837	5.31178	13.2391	2.42853	2.20528	17.1097	2.21305
3.88019	20.5861	17.3269	0.606302	55.9094	25.8273	31.1678	40	25.6057	179.521	145.955	181.558	40.012	0.386995	99.3708	74.7925	14.2408	8.71814	5.3336	13.2764	2.43751	2.21266	17.0672	2.22043
3.90678	20.6448	17.2842	0.609655	55.9662	25.8842	31.1005	40	25.6644	179.502	146.126	181.55	40.0119	0.386081	99.4332	74.808	14.1821	8.74789	5.3554	13.3135	2.44632	2.22	17.0248	2.22779
3.9334	20.7033	17.2418	0.613029	56.023	25.9407	31.0331	40	25.7227	179.484	146.296	181.543	40.0119	0.385178	99.4947	74.8221	14.1248	8.77763	5.37716	13.3506	2.45521	2.22737	16.9826	2.23515
3.96004	20.7616	17.1995	0.616424	56.0799	25.9968	30.9654	40	25.7806	179.465	146.465	181.535	40.0119	0.384286	99.5556	74.8385	14.067	8.80734	5.39888	13.3875	2.46393	2.2347	16.9407	2.24251
3.9867	20.8196	17.1576	0.61984	56.1369	26.0525	30.8975	40	25.838	179.446	146.633	181.527	40.0118	0.383405	99.6156	74.8535	14.0105	8.83702	5.42058	13.4244	2.47275	2.24206	16.8988	2.24985
4.01338	20.8775	17.1158	0.623277	56.1939	26.1078	30.8295	40	25.8951	179.426	146.799	181.519	40.0118	0.382533	99.675	74.8707	13.9535	8.86668	5.44223	13.4611	2.48139	2.24937	16.8573	2.25719
4.04008	20.9351	17.0743	0.626735	56.2511	26.1627	30.7613	40	25.9517	179.407	146.965	181.511	40.0118	0.381672	99.7336	74.8866	13.8979	8.89632	5.46385	13.4976	2.49011	2.25671	16.8158	2.26452
4.06681	20.9925	17.0328	0.630215	56.3083	26.2172	30.6929	40	26.0079	179.388	147.129	181.503	40.0118	0.38082	99.7915	74.9048	13.8417	8.92593	5.48544	13.5341	2.49867	2.26401	16.7746	2.27184
4.09356	21.0497	16.9917	0.633716	56.3657	26.2713	30.6243	40	26.0637	179.368	147.291	181.495	40.0117	0.379979	99.8487	74.9216	13.7869	8.95551	5.50698	13.5705	2.50731	2.27133	16.7335	2.27915
4.12033	21.1066	16.9507	0.637238	56.4231	26.325	30.5556	40	26.1191	179.349	147.453	181.487	40.0117	0.379147	99.9052	74.9406	13.7315	8.98506	5.52848	13.6067	2.51577	2.27861	16.6926	2.28645
4.14712	21.1633	16.91	0.640782	56.4807	26.3784	30.4867	40	26.174	179.329	147.613	181.479	40.0117	0.378324	99.961	74.9583	13.6774	9.01458	5.54995	13.6428	2.52432	2.28591	16.6518	2.29374
4.17393	21.2199	16.8693	0.644348	56.5384	26.4314	30.4176	40	26.2287	179.309	147.772	181.471	40.0117	0.377511	100.016	74.9782	13.6228	9.04407	5.57137	13.6789	2.5327	2.29317	16.6113	2.30102
4.20077	21.2762	16.829	0.647936	56.5962	26.484	30.3484	40	26.2829	179.29	147.93	181.463	40.0116	0.376707	100.071	74.9968	13.5695	9.07353	5.59274	13.7147	2.54116	2.30045	16.5709	2.30829
4.22762	21.3322	16.7887	0.651545	56.6541	26.5363	30.2791	40	26.3367	179.27	148.087	181.454	40.0116	0.375913	100.124	75.0176	13.5156	9.10295	5.61408	13.7505	2.54944	2.30768	16.5307	2.31555
4.2545	21.3881	16.7488	0.655176	56.7121	26.5882	30.2096	40	26.3902	179.25	148.243	181.446	40.0116	0.375127	100.178	75.0371	13.4631	9.13234	5.63536	13.7862	2.55781	2.31494	16.4906	2.3228
4.2814	21.4437	16.7089	0.65883	56.7703	26.6397	30.1399	40	26.4433	179.23	148.397	181.438	40.0115	0.37435	100.23	75.0588	13.4099	9.1617	5.6566	13.8217	2.566	2.32215	16.4507	2.33003
4.30832	21.4991	16.6693	0.662505	56.8287	26.6909	30.0701	40	26.496	179.209	148.551	181.429	40.0115	0.373582	100.282	75.0791	13.3581	9.19102	5.67779	13.8571	2.57428	2.32939	16.4109	2.33725
4.33526	21.5543	16.6297	0.666203	56.8871	26.7417	30.0002	40	26.5483	179.189	148.703	181.421	40.0115	0.372822	100.333	75.1017	13.3057	9.2203	5.69894	13.8924	2.58237	2.33658	16.3714	2.34446
4.36222	21.6093	16.5905	0.669923	56.9457	26.7923	29.9302	40	26.6003	179.169	148.854	181.412	40.0115	0.372071	100.384	75.123	13.2546	9.24954	5.72003	13.9276	2.59056	2.34378	16.3319	2.35166
4.38921	21.6641	16.5513	0.673665	57.0045	26.8424	29.86	40	26.6519	179.148	149.004	181.404	40.0114	0.371328	100.434	75.1464	13.2029	9.27875	5.74107	13.9627	2.59855	2.35094	16.2927	2.35884
4.41621	21.7186	16.5124	0.67743	57.0634	26.8922	29.7898	40	26.7032	179.127	149.153	181.395	40.0114	0.370593	100.483	75.1685	13.1525	9.30791	5.76207	13.9977	2.60664	2.35812	16.2535	2.36601
4.44324	21.7729	16.4735	0.681218	57.1225	26.9417	29.7194	40	26.7541	179.107	149.301	181.386	40.0114	0.369867	100.532	75.1929	13.1015	9.33704	5.783	14.0325	2.61454	2.36526	16.2146	2.37316
4.47029	21.827	16.435	0.685027	57.1818	26.9909	29.6489	40	26.8047	179.086	149.448	181.377	40.0113	0.369149	100.581	75.2159	13.0517	9.36613	5.80389	14.0672	2.62253	2.37241	16.1757	2.3803
4.49735	21.8809	16.3964	0.68886	57.2412	27.0396	29.5783	40	26.8549	179.065	149.594	181.369	40.0113	0.368438	100.628	75.2412	13.0014	9.39517	5.82472	14.1018	2.63033	2.37951	16.137	2.38742
4.52444	21.9345	16.3582	0.692715	57.3008	27.0882	29.5076	40	26.9048	179.044	149.739	181.36	40.0113	0.367735	100.675	75.265	12.9524	9.42417	5.8455	14.1363	2.63822	2.38663	16.0985	2.39453
4.55155	21.988	16.32	0.696593	57.3606	27.1363	29.4368	40	26.9543	179.023	149.883	181.351	40.0113	0.36704	100.722	75.2912	12.9027	9.45313	5.86621	14.1707	2.64592	2.3937	16.0601	2.40162
4.57868	22.0412	16.282	0.700494	57.4205	27.1842	29.3659	40	27.0035	179.002	150.025	181.342	40.0112	0.366353	100.768	75.3159	12.8543	9.48204	5.88688	14.2049	2.65371	2.40078	16.0218	2.40869
4.60583	22.0942	16.2441	0.704418	57.4806	27.2317	29.2949	40	27.0524	178.98	150.167	181.333	40.0112	0.365673	100.814	75.343	12.8053	9.51091	5.90748	14.2391	2.66132	2.40782	15.9838	2.41575
4.633	22.147	16.2065	0.708365	57.541	27.279	29.2238	40	27.101	178.959	150.308	181.324	40.0112	0.365	100.858	75.3686	12.7575	9.53973	5.92803	14.2731	2.66901	2.41487	15.9457	2.42279
4.6602	22.1996	16.1689	0.712334	57.6015	27.3259	29.1527	40	27.1492	178.937	150.448	181.315	40.0112	0.364334	100.903	75.3965	12.7092	9.56851	5.94851	14.307	2.67651	2.42188	15.9079	2.42981
4.68741	22.2519	16.1316	0.716327	57.6622	27.3725	29.0815	40	27.1972	178.916	150.586	181.306	40.0111	0.363676	100.947	75.423	12.662	9.59724	5.96894	14.3408	2.6841	2.42889	15.8702	2.43682
4.71464	22.3041	16.0943	0.720343	57.7231	27.4188	29.0102	40	27.2448	178.894	150.724	181.296	40.0111	0.363025	100.99	75.4518	12.6143	9.62593	5.9893	14.3745	2.6915	2.43586	15.8327	2.4438
4.74189	22.356	16.0573	0.724383	57.7843	27.4649	28.9388	40	27.2921	178.872	150.861	181.287	40.0111	0.362381	101.033	75.4792	12.5677	9.65456	6.0096	14.408	2.69899	2.44284	15.7952	2.45077
4.76916	22.4077	16.0203	0.728445	57.8456	27.5106	28.8674	40	27.339	178.851	150.997	181.278	40.011	0.361744	101.075	75.5089	12.5206	9.68315	6.02984	14.4415	2.70629	2.44977	15.7579	2.45772
4.79646	22.4592	15.9836	0.732531	57.9071	27.5561	28.7959	40	27.3857	178.829	151.132	181.269	40.011	0.361113	101.117	75.5372	12.4746	9.71169	6.05001	14.4748	2.71367	2.45671	15.7207	2.46465
4.82377	22.5105	15.9469	0.73664	57.9689	27.6012	28.7244	40	27.4321	178.807	151.266	181.259	40.011	0.36049	101.159	75.5677	12.4281	9.74018	6.07012	14.508	2.72087	2.46361	15.6837	2.47156
4.8511	22.5615	15.9104	0.740773	58.0308	27.6461	28.6528	40	27.4782	178.784	151.399	181.25	40.011	0.359872	101.2	75.5969	12.3827	9.76862	6.09017	14.5411	2.72816	2.47051	15.6468	2.47845
4.87845	22.6124	15.874	0.744929	58.093	27.6906	28.5812	40	27.524	178.762	151.531	181.24	40.0109	0.359262	101.24	75.6283	12.3368	9.797	6.11015	14.5741	2.73525	2.47736	15.61	2.48532
4.90583	22.663	15.8378	0.749109	58.1554	27.735	28.5095	40	27.5694	178.74	151.662	181.231	40.0109	0.358658	101.28	75.6583	12.292	9.82534	6.13006	14.607	2.74243	2.48422	15.5733	2.49217
4.93322	22.7134	15.8016	0.753312	58.2181	27.779	28.4378	40	27.6146	178.718	151.792	181.221	40.0109	0.35806	101.32	75.6906	12.2466	9.85363	6.14991	14.6397	2.74942	2.49103	15.5368	2.499
4.96063	22.7636	15.7657	0.757539	58.2809	27.8228	28.3661	40	27.6595	178.695	151.922	181.211	40.0109	0.357469	101.359	75.7215	12.2024	9.88186	6.16968	14.6724	2.7565	2.49785	15.5003	2.50581
4.98806	22.8136	15.7298	0.761789	58.344	27.8662	28.2943	40	27.7042	178.673	152.05	181.201	40.0108	0.356884	101.397	75.7547	12.1576	9.91004	6.18939	14.7049	2.76339	2.50462	15.4641	2.5126
5.01551	22.8634	15.6942	0.766063	58.4074	27.9094	28.2225	40	27.7485	178.65	152.178	181.192	40.0108	0.356305	101.435	75.7865	12.1139	9.93817	6.20903	14.7373	2.77037	2.5114	15.4278	2.51936
5.04298	22.913	15.6585	0.770361	58.4709	27.9524	28.1507	40	27.7926	178.627	152.305	181.182	40.0108	0.355732	101.473	75.8205	12.0697	9.96624	6.2286	14.7696	2.77715	2.51812	15.3918	2.52611
5.07047	22.9623	15.6232	0.774683	58.5347	27.9951	28.0788	40	27.8364	178.604	152.431	181.172	40.0107	0.355165	101.51	75.8532	12.0265	9.99426	6.2481	14.8018	2.78402	2.52485	15.3558	2.53283
5.09798	23.0115	15.5878	0.779028	58.5988	28.0375	28.007	40	27.8799	178.581	152.556	181.162	40.0107	0.354604	101.547	75.8881	11.9828	10.0222	6.26753	14.8339	2.79071	2.53153	15.3201	2.53953
5.1255	23.0604	15.5526	0.783397	58.6631	28.0797	27.9351	40	27.9232	178.558	152.68	181.152	40.0107	0.354049	101.584	75.9216	11.9402	10.0501	6.28689	14.8659	2.79748	2.53822	15.2843	2.5462
5.15305	23.1092	15.5175	0.78779	58.7276	28.1216	27.8633	40	27.9661	178.535	152.803	181.142	40.0107	0.353499	101.619	75.9574	11.897	10.078	6.30617	14.8977	2.80406	2.54486	15.2487	2.55286
5.18062	23.1577	15.4826	0.792207	58.7924	28.1632	27.7914	40	28.0089	178.512	152.926	181.132	40.0106	0.352956	101.655	75.9918	11.8549	10.1058	6.32538	14.9295	2.81072	2.5515	15.2132	2.55949
5.2082	23.206	15.4477	0.796648	58.8574	28.2046	27.7195	40	28.0513	178.489	153.047	181.121	40.0106	0.352418	101.69	76.0284	11.8122	10.1335	6.34452	14.9611	2.8172	2.55808	15.1779	2.56609
5.2358	23.2541	15.4131	0.801112	58.9228	28.2458	27.6476	40	28.0935	178.466	153.168	181.111	40.0106	0.351885	101.725	76.0637	11.7707	10.1612	6.36359	14.9927	2.82377	2.56468	15.1426	2.57267
5.26342	23.302	15.3784	0.805601	58.9883	28.2867	27.5758	40	28.1355	178.442	153.288	181.101	40.0106	0.351358	101.759	76.1012	11.7285	10.1889	6.38258	15.0241	2.83014	2.57122	15.1075	2.57923
5.29107	23.3497	15.344	0.810113	59.0541	28.3274	27.5039	40	28.1771	178.419	153.407	181.091	40.0105	0.350837	101.793	76.1373	11.6874	10.2164	6.4015	15.0554	2.83661	2.57776	15.0724	2.58577
5.31873	23.3972	15.3096	0.81465	59.1202	28.3678	27.4321	40	28.2186	178.395	153.526	181.08	40.0105	0.350321	101.827	76.1757	11.6457	10.2439	6.42034	15.0866	2.84288	2.58425	15.0375	2.59228
5.3464	23.4445	15.2754	0.81921	59.1865	28.408	27.3603	40	28.2598	178.372	153.643	181.07	40.0105	0.34981	101.86	76.2127	11.6051	10.2714	6.4391	15.1177	2.84924	2.59075	15.0027	2.59876
5.3741	23.4916	15.2412	0.823794	59.2531	28.448	27.2885	40	28.3007	178.348	153.76	181.059	40.0105	0.349304	101.893	76.252	11.5639	10.2988	6.45779	15.1487	2.85542	2.59719	14.968	2.60522
5.40181	23.5385	15.2073	0.828403	59.32	28.4877	27.2168	40	28.3414	178.324	153.876	181.049	40.0104	0.348804	101.925	76.2898	11.5238	10.3262	6.4764	15.1796	2.86168	2.60363	14.9334	2.61166
5.42955	23.5852	15.1733	0.833035	59.3871	28.5272	27.1451	40	28.3819	178.3	153.992	181.038	40.0104	0.348309	101.957	76.3299	11.4831	10.3534	6.49494	15.2103	2.86775	2.61003	14.8989	2.61807
5.4573	23.6316	15.1396	0.837691	59.4546	28.5665	27.0734	40	28.4221	178.277	154.106	181.027	40.0104	0.347818	101.988	76.3686	11.4435	10.3807	6.5134	15.241	2.87391	2.61642	14.8645	2.62445
5.48507	23.6779	15.1059	0.842371	59.5222	28.6055	27.0017	40	28.4621	178.253	154.22	181.017	40.0104	0.347333	102.02	76.4096	11.4032	10.4078	6.53178	15.2715	2.87988	2.62276	14.8303	2.63081
5.51286	23.724	15.0724	0.847075	59.5902	28.6444	26.9302	40	28.5018	178.229	154.333	181.006	40.0103	0.346853	102.051	76.4492	11.364	10.4349	6.55008	15.302	2.88595	2.6291	14.7961	2.63714
5.54066	23.7699	15.0389	0.851804	59.6584	28.6829	26.8586	40	28.5413	178.204	154.445	180.995	40.0103	0.346378	102.081	76.491	11.3242	10.462	6.5683	15.3323	2.89182	2.63539	14.762	2.64345
5.56849	23.8155	15.0056	0.856556	59.727	28.7213	26.7871	40	28.5806	178.18	154.557	180.984	40.0103	0.345907	102.111	76.5314	11.2855	10.489	6.58645	15.3626	2.89779	2.64168	14.728	2.64973
5.59633	23.861	14.9723	0.861332	59.7957	28.7595	26.7157	40	28.6197	178.156	154.667	180.973	40.0102	0.345442	102.141	76.5741	11.2461	10.5159	6.60451	15.3927	2.90356	2.64791	14.6942	2.65599
5.62419	23.9063	14.9393	0.866131	59.8648	28.7974	26.6443	40	28.6585	178.132	154.777	180.962	40.0102	0.344981	102.171	76.6154	11.2078	10.5428	6.6225	15.4227	2.90943	2.65415	14.6604	2.66221
5.65206	23.9514	14.9062	0.870955	59.9342	28.8351	26.5729	40	28.6971	178.107	154.887	180.951	40.0102	0.344525	102.2	76.6589	11.1689	10.5696	6.6404	15.4527	2.9151	2.66033	14.6268	2.66841
5.67996	23.9962	14.8733	0.875803	60.0038	28.8727	26.5017	40	28.7355	178.083	154.995	180.94	40.0102	0.344073	102.228	76.701	11.1311	10.5964	6.65823	15.4825	2.92087	2.66651	14.5932	2.67459
5.70787	24.0409	14.8405	0.880674	60.0738	28.91	26.4305	40	28.7737	178.058	155.103	180.929	40.0101	0.343626	102.257	76.7454	11.0926	10.6231	6.67597	15.5122	2.92645	2.67264	14.5598	2.68073
5.7358	24.0854	14.8078	0.88557	60.144	28.9471	26.3594	40	28.8117	178.034	155.21	180.918	40.0101	0.343183	102.285	76.7884	11.0551	10.6497	6.69364	15.5418	2.93213	2.67877	14.5264	2.68685
5.76375	24.1297	14.7752	0.890489	60.2145	28.984	26.2883	40	28.8494	178.009	155.317	180.906	40.0101	0.342745	102.313	76.8336	11.0171	10.6763	6.71122	15.5713	2.93761	2.68484	14.4932	2.69294
5.79171	24.1738	14.7427	0.895432	60.2853	29.0207	26.2174	40	28.8869	177.984	155.423	180.895	40.0101	0.342312	102.34	76.8774	10.9801	10.7028	6.72872	15.6007	2.94319	2.69091	14.46	2.69901
5.81969	24.2177	14.7103	0.900398	60.3564	29.0571	26.1465	40	28.9243	177.96	155.528	180.884	40.01	0.341883	102.367	76.9236	10.9424	10.7292	6.74614	15.63	2.94857	2.69693	14.427	2.70504
5.84769	24.2615	14.6781	0.905389	60.4278	29.0935	26.0757	40	28.9614	177.935	155.632	180.872	40.01	0.341458	102.394	76.9682	10.9058	10.7556	6.76348	15.6593	2.95406	2.70295	14.394	2.71105
5.87571	24.305	14.6458	0.910403	60.4994	29.1295	26.005	40	28.9983	177.91	155.736	180.861	40.01	0.341037	102.42	77.0151	10.8686	10.7819	6.78074	15.6884	2.95935	2.70891	14.3611	2.71703
5.90374	24.3483	14.6138	0.91544	60.5714	29.1655	25.9344	40	29.035	177.885	155.839	180.849	40.01	0.340621	102.447	77.0606	10.8324	10.8082	6.79791	15.7174	2.96475	2.71487	14.3283	2.72299
5.93179	24.3915	14.5817	0.920502	60.6436	29.2011	25.8639	40	29.0715	177.86	155.941	180.837	40.0099	0.340209	102.472	77.1084	10.7955	10.8344	6.815	15.7463	2.96995	2.72078	14.2957	2.72891
5.95986	24.4344	14.5499	0.925587	60.7162	29.2367	25.7935	40	29.1078	177.835	156.043	180.826	40.0099	0.339801	102.498	77.1547	10.7597	10.8606	6.83201	15.7751	2.97525	2.72668	14.2631	2.73481
5.98794	24.4772	14.5181	0.930695	60.7891	29.272	25.7232	40	29.1439	177.81	156.144	180.814	40.0099	0.339397	102.523	77.2034	10.7233	10.8867	6.84893	15.8038	2.98036	2.73253	14.2307	2.74068
6.01604	24.5198	14.4864	0.935826	60.8622	29.3071	25.653	40	29.1798	177.785	156.244	180.802	40.0099	0.338997	102.548	77.2505	10.6878	10.9127	6.86578	15.8324	2.98557	2.73837	14.1983	2.74651
6.04416	24.5622	14.4548	0.940982	60.9357	29.342	25.5829	40	29.2155	177.76	156.344	180.79	40.0098	0.338602	102.573	77.3	10.6518	10.9386	6.88254	15.8609	2.99059	2.74417	14.1661	2.75233
6.07229	24.6044	14.4234	0.94616	61.0094	29.3768	25.5129	40	29.251	177.734	156.443	180.779	40.0098	0.33821	102.597	77.348	10.6167	10.9645	6.89921	15.8893	2.99571	2.74995	14.1338	2.75811
