"time"t"1"t"2"t"3"t"4"t"5"t"6"t"7"t"8"t"9"t"10"t"11"t"12"t"13"t"14"t"15"t"16"t"17"t"18"t"19"t"20"t"21"t"22"t"23"t"24"t"25"t"26"t"27"t"28"t"29"t"30"t"31"t"32"t"33"t"34"t"35"t"36"t"37"t"38"t"39"t"40"t"41"t"42"t"43"t"44"t"45"t"46"t"47"t"48"t"49"t"50"t"51"t"52"t"53"t"54"t"55"t"56"t"57"t"58"t"59"t"60"
0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,000100000000019368t0t0t0t0t0,00015t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
126t0t0t0t0t0t6,82097096849564e-09t0t6,82097096849564e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,9993179048399e-05t0t0t0t0t0,000149993179029032t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
129t0t0t0t0t0t6,98336558917197e-09t0t6,98336558917197e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99930166537784e-05t0t0t0t0t0,000149993016634411t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
132t0t0t0t0t0t7,14575977033077e-09t0t7,14575977033077e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99928542595972e-05t0t0t0t0t0,00014999285424023t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
135t0t0t0t0t0t7,30815351197324e-09t0t7,30815351197324e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99926918658556e-05t0t0t0t0t0,000149992691846488t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
138t0t0t0t0t0t7,47054681410057e-09t0t7,47054681410057e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99925294725534e-05t0t0t0t0t0,000149992529453186t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
141t0t0t0t0t0t7,63293967671394e-09t0t7,63293967671394e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99923670796908e-05t0t0t0t0t0,000149992367060323t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
144t0t0t0t0t0t7,79533209981455e-09t0t7,79533209981455e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99922046872677e-05t0t0t0t0t0,0001499922046679t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
147t0t0t0t0t0t7,95772408340358e-09t0t7,95772408340358e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99920422952841e-05t0t0t0t0t0,000149992042275917t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
150t0t0t0t0t0t8,12011562748223e-09t0t8,12011562748223e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99918799037401e-05t0t0t0t0t0,000149991879884373t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
153t0t0t0t0t0t8,28250673205169e-09t0t8,28250673205169e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99917175126355e-05t0t0t0t0t0,000149991717493268t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
156t0t0t0t0t0t8,44489739711315e-09t0t8,44489739711315e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99915551219704e-05t0t0t0t0t0,000149991555102603t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
159t0t0t0t0t0t8,60728762266779e-09t0t8,60728762266779e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99913927317449e-05t0t0t0t0t0,000149991392712377t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
162t0t0t0t0t0t8,76967740871681e-09t0t8,76967740871681e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99912303419588e-05t0t0t0t0t0,000149991230322591t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
165t0t0t0t0t0t8,9320667552614e-09t0t8,9320667552614e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99910679526123e-05t0t0t0t0t0,000149991067933245t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
168t0t0t0t0t0t9,09445566230275e-09t0t9,09445566230275e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99909055637052e-05t0t0t0t0t0,000149990905544338t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
171t0t0t0t0t0t9,25684412984205e-09t0t9,25684412984205e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99907431752377e-05t0t0t0t0t0,00014999074315587t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
174t0t0t0t0t0t9,41923215788049e-09t0t9,41923215788049e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99905807872097e-05t0t0t0t0t0,000149990580767842t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
177t0t0t0t0t0t9,58161974641926e-09t0t9,58161974641926e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99904183996211e-05t0t0t0t0t0,000149990418380254t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
180t0t0t0t0t0t9,74400689545955e-09t0t9,74400689545955e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99902560124721e-05t0t0t0t0t0,000149990255993105t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
183t0t0t0t0t0t9,90639360500255e-09t0t9,90639360500255e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99900936257625e-05t0t0t0t0t0,000149990093606395t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
186t0t0t0t0t0t1,00687798750494e-08t0t1,00687798750494e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99899312394925e-05t0t0t0t0t0,000149989931220125t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
189t0t0t0t0t0t1,02311657056014e-08t0t1,02311657056014e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99897688536619e-05t0t0t0t0t0,000149989768834295t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
192t0t0t0t0t0t1,03935510966597e-08t0t1,03935510966597e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99896064682709e-05t0t0t0t0t0,000149989606448903t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
195t0t0t0t0t0t1,05559360482255e-08t0t1,05559360482255e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99894440833193e-05t0t0t0t0t0,000149989444063952t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
198t0t0t0t0t0t1,07183205602999e-08t0t1,07183205602999e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99892816988072e-05t0t0t0t0t0,00014998928167944t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
201t0t0t0t0t0t1,08807046328841e-08t0t1,08807046328841e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99891193147346e-05t0t0t0t0t0,000149989119295367t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
204t0t0t0t0t0t1,10430882659794e-08t0t1,10430882659794e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99889569311015e-05t0t0t0t0t0,000149988956911734t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
207t0t0t0t0t0t1,1205471459587e-08t0t1,1205471459587e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99887945479079e-05t0t0t0t0t0,000149988794528541t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
210t0t0t0t0t0t1,13678542137079e-08t0t1,13678542137079e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99886321651538e-05t0t0t0t0t0,000149988632145786t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
213t0t0t0t0t0t1,15302365283435e-08t0t1,15302365283435e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99884697828392e-05t0t0t0t0t0,000149988469763472t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
216t0t0t0t0t0t1,16926184034949e-08t0t1,16926184034949e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,9988307400964e-05t0t0t0t0t0,000149988307381597t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
219t0t0t0t0t0t1,18549998391632e-08t0t1,18549998391632e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99881450195284e-05t0t0t0t0t0,000149988145000161t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
222t0t0t0t0t0t1,20173808353498e-08t0t1,20173808353498e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99879826385322e-05t0t0t0t0t0,000149987982619165t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
225t0t0t0t0t0t1,21797613920557e-08t0t1,21797613920557e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99878202579755e-05t0t0t0t0t0,000149987820238608t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
228t0t0t0t0t0t1,23421415092822e-08t0t1,23421415092822e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99876578778582e-05t0t0t0t0t0,000149987657858491t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
231t0t0t0t0t0t1,25045211870305e-08t0t1,25045211870305e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99874954981805e-05t0t0t0t0t0,000149987495478813t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
234t0t0t0t0t0t1,26669004253015e-08t0t1,26669004253015e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99873331189422e-05t0t0t0t0t0,000149987333099575t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
237t0t0t0t0t0t1,28292792240967e-08t0t1,28292792240967e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99871707401434e-05t0t0t0t0t0,000149987170720776t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
240t0t0t0t0t0t1,29916575834173e-08t0t1,29916575834173e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99870083617841e-05t0t0t0t0t0,000149987008342417t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
243t0t0t0t0t0t1,31540355032644e-08t0t1,31540355032644e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99868459838643e-05t0t0t0t0t0,000149986845964497t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
246t0t0t0t0t0t1,33164129836393e-08t0t1,33164129836393e-08t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99866836063839e-05t0t0t0t0t0,000149986683587017t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
